Country,Date,Cases,Deaths,Recovered,Vaccination
Brazil,2020-05-04,1369904,25263,1344641,27109389
Brazil,2020-05-05,1383895,25521,1358374,27492030
Brazil,2020-05-06,1407112,25949,1381163,27875995
Brazil,2020-05-07,1425897,26295,1399602,28261246
Brazil,2020-05-08,1446664,26678,1419986,28647743
Brazil,2020-05-09,1463498,26989,1436509,29035448
Brazil,2020-05-10,1484087,27368,1456719,29424321
Brazil,2020-05-11,1501330,27686,1473644,29814323
Brazil,2020-05-12,1524426,28112,1496314,30205415
Brazil,2020-05-13,1540672,28412,1512260,30597556
Brazil,2020-05-14,1564249,28847,1535402,30990706
Brazil,2020-05-15,1581478,29164,1552314,31384826
Brazil,2020-05-16,1596196,29436,1566760,31779875
Brazil,2020-05-17,1624405,29956,1594449,32175813
Brazil,2020-05-18,1643653,30311,1613342,32572600
Brazil,2020-05-19,1665403,30712,1634691,32970194
Brazil,2020-05-20,1678047,30945,1647102,33368555
Brazil,2020-05-21,1701096,31370,1669726,33767641
Brazil,2020-05-22,1722798,31771,1691027,34167412
Brazil,2020-05-23,1743796,32158,1711638,34567827
Brazil,2020-05-24,1759563,32449,1727114,34968843
Brazil,2020-05-25,1783708,32894,1750814,35370420
Brazil,2020-05-26,1801719,33226,1768493,35772516
Brazil,2020-05-27,1819158,33548,1785610,36175088
Brazil,2020-05-28,1841693,33963,1807730,36578096
Brazil,2020-05-29,1864588,34385,1830203,36981496
Brazil,2020-05-30,1879863,34667,1845196,37385247
Brazil,2020-05-31,1905309,35136,1870173,37789307
Brazil,2020-06-01,1924807,35496,1889311,38193633
Brazil,2020-06-02,1943925,35848,1908077,38598182
Brazil,2020-06-03,1961257,36168,1925089,39002913
Brazil,2020-06-04,1981702,36545,1945157,39407781
Brazil,2020-06-05,2004439,36964,1967475,39812746
Brazil,2020-06-06,2023175,37310,1985865,40217762
Brazil,2020-06-07,2045136,37715,2007421,40622789
Brazil,2020-06-08,2068049,38137,2029912,41027782
Brazil,2020-06-09,2085815,38465,2047350,41432698
Brazil,2020-06-10,2106022,38838,2067184,41837495
Brazil,2020-06-11,2126280,39211,2087069,42242128
Brazil,2020-06-12,2149316,39636,2109680,42646555
Brazil,2020-06-13,2170143,40020,2130123,43050731
Brazil,2020-06-14,2188507,40359,2148148,43454614
Brazil,2020-06-15,2208099,40720,2167379,43858160
Brazil,2020-06-16,2228475,41096,2187379,44261324
Brazil,2020-06-17,2251179,41515,2209664,44664064
Brazil,2020-06-18,2269289,41849,2227440,45066336
Brazil,2020-06-19,2291618,42260,2249358,45468095
Brazil,2020-06-20,2307568,42555,2265013,45869298
Brazil,2020-06-21,2325667,42888,2282779,46269901
Brazil,2020-06-22,2347096,43284,2303812,46669860
Brazil,2020-06-23,2367300,43656,2323644,47069130
Brazil,2020-06-24,2391848,44109,2347739,47467668
Brazil,2020-06-25,2409903,44442,2365461,47865430
Brazil,2020-06-26,2426842,44754,2382088,48262371
Brazil,2020-06-27,2449730,45176,2404554,48658447
Brazil,2020-06-28,2467505,45504,2422001,49053614
Brazil,2020-06-29,2490974,45937,2445037,49447829
Brazil,2020-06-30,2506460,46222,2460238,49841045
Brazil,2020-07-01,2523515,46537,2476978,50233221
Brazil,2020-07-02,2545950,46951,2498999,50624310
Brazil,2020-07-03,2565143,47305,2517838,51014269
Brazil,2020-07-04,2582440,47624,2534816,51403054
Brazil,2020-07-05,2605923,48057,2557866,51790620
Brazil,2020-07-06,2627025,48446,2578579,52176923
Brazil,2020-07-07,2640863,48701,2592162,52561918
Brazil,2020-07-08,2664501,49137,2615364,52945562
Brazil,2020-07-09,2680257,49428,2630829,53327811
Brazil,2020-07-10,2700534,49801,2650733,53708619
Brazil,2020-07-11,2719277,50147,2669130,54087943
Brazil,2020-07-12,2738388,50500,2687888,54465738
Brazil,2020-07-13,2758255,50866,2707389,54841961
Brazil,2020-07-14,2773800,51153,2722647,55216567
Brazil,2020-07-15,2797369,51587,2745782,55589512
Brazil,2020-07-16,2814248,51899,2762349,55960752
Brazil,2020-07-17,2833423,52252,2781171,56330243
Brazil,2020-07-18,2848367,52528,2795839,56697941
Brazil,2020-07-19,2865942,52852,2813090,57063801
Brazil,2020-07-20,2889017,53277,2835740,57427781
Brazil,2020-07-21,2902136,53519,2848617,57789836
Brazil,2020-07-22,2922909,53902,2869007,58149923
Brazil,2020-07-23,2942651,54266,2888385,58507997
Brazil,2020-07-24,2958006,54550,2903456,58864015
Brazil,2020-07-25,2978446,54927,2923519,59217933
Brazil,2020-07-26,2992958,55194,2937764,59569708
Brazil,2020-07-27,3008287,55477,2952810,59919296
Brazil,2020-07-28,3029151,55862,2973289,60266654
Brazil,2020-07-29,3046017,56173,2989844,60611739
Brazil,2020-07-30,3068431,56586,3011845,60954507
Brazil,2020-07-31,3077713,56757,3020956,61294915
Brazil,2020-08-01,3096070,57096,3038974,61632920
Brazil,2020-08-02,3111812,57386,3054426,61968479
Brazil,2020-08-03,3129697,57716,3071981,62301549
Brazil,2020-08-04,3146119,58019,3088100,62632087
Brazil,2020-08-05,3161032,58294,3102738,62960051
Brazil,2020-08-06,3180128,58646,3121482,63285398
Brazil,2020-08-07,3194790,58916,3135874,63608085
Brazil,2020-08-08,3214083,59272,3154811,63928071
Brazil,2020-08-09,3225683,59486,3166197,64245312
Brazil,2020-08-10,3246718,59874,3186844,64559767
Brazil,2020-08-11,3258904,60099,3198805,64871394
Brazil,2020-08-12,3276433,60422,3216011,65180150
Brazil,2020-08-13,3289243,60658,3228585,65485995
Brazil,2020-08-14,3302456,60902,3241554,65788885
Brazil,2020-08-15,3318523,61198,3257325,66088781
Brazil,2020-08-16,3330950,61427,3269523,66385640
Brazil,2020-08-17,3348321,61748,3286573,66679421
Brazil,2020-08-18,3363428,62026,3301402,66970083
Brazil,2020-08-19,3377505,62286,3315219,67257585
Brazil,2020-08-20,3394419,62598,3331821,67541886
Brazil,2020-08-21,3405297,62798,3342499,67822946
Brazil,2020-08-22,3415445,62986,3352459,68100725
Brazil,2020-08-23,3440694,63451,3377243,68375181
Brazil,2020-08-24,3445214,63535,3381679,68646275
Brazil,2020-08-25,3462092,63846,3398246,68913966
Brazil,2020-08-26,3470014,63992,3406022,69178215
Brazil,2020-08-27,3486735,64300,3422435,69438982
Brazil,2020-08-28,3497352,64496,3432856,69696228
Brazil,2020-08-29,3505689,64650,3441039,69949913
Brazil,2020-08-30,3523554,64979,3458575,70199998
Brazil,2020-08-31,3536334,65215,3471119,70446444
Brazil,2020-09-01,3548075,65431,3482644,70689213
Brazil,2020-09-02,3560970,65669,3495301,70928266
Brazil,2020-09-03,3571606,65865,3505741,71163564
Brazil,2020-09-04,3583861,66091,3517770,71395069
Brazil,2020-09-05,3595419,66305,3529114,71622744
Brazil,2020-09-06,3606131,66502,3539629,71846550
Brazil,2020-09-07,3616796,66699,3550097,72066449
Brazil,2020-09-08,3626014,66869,3559145,72282406
Brazil,2020-09-09,3639733,67122,3572611,72494381
Brazil,2020-09-10,3648222,67278,3580944,72702340
Brazil,2020-09-11,3658201,67462,3590739,72906243
Brazil,2020-09-12,3670009,67680,3602329,73106056
Brazil,2020-09-13,3679109,67848,3611261,73301742
Brazil,2020-09-14,3686705,67988,3618717,73493264
Brazil,2020-09-15,3700167,68236,3631931,73680588
Brazil,2020-09-16,3704088,68309,3635779,73863677
Brazil,2020-09-17,3713316,68479,3644837,74042496
Brazil,2020-09-18,3725607,68705,3656902,74217009
Brazil,2020-09-19,3736368,68904,3667464,74387183
Brazil,2020-09-20,3739659,68965,3670694,74552982
Brazil,2020-09-21,3749784,69151,3680633,74714372
Brazil,2020-09-22,3754169,69232,3684937,74871319
Brazil,2020-09-23,3762301,69382,3692919,75023789
Brazil,2020-09-24,3774029,69598,3704431,75171748
Brazil,2020-09-25,3779519,69700,3709819,75315162
Brazil,2020-09-26,3788103,69858,3718245,75454000
Brazil,2020-09-27,3794598,69978,3724620,75588227
Brazil,2020-09-28,3794273,69972,3724301,75717812
Brazil,2020-09-29,3802364,70121,3732243,75842722
Brazil,2020-09-30,3811445,70288,3741157,75962925
Brazil,2020-10-01,3812973,70317,3742656,76078389
Brazil,2020-10-02,3819818,70443,3749375,76189082
Brazil,2020-10-03,3830331,70637,3759694,76294974
Brazil,2020-10-04,3831144,70652,3760492,76396034
Brazil,2020-10-05,3838558,70788,3767770,76492230
Brazil,2020-10-06,3841496,70843,3770653,76583533
Brazil,2020-10-07,3844372,70896,3773476,76669913
Brazil,2020-10-08,3846293,70931,3775362,76751339
Brazil,2020-10-09,3854090,71075,3783015,76827782
Brazil,2020-10-10,3860198,71187,3789011,76899213
Brazil,2020-10-11,3858982,71165,3787817,76965604
Brazil,2020-10-12,3863519,71249,3792270,77026925
Brazil,2020-10-13,3862893,71237,3791656,77083148
Brazil,2020-10-14,3867189,71316,3795873,77134246
Brazil,2020-10-15,3871579,71397,3800182,77180190
Brazil,2020-10-16,3874412,71450,3802962,77220953
Brazil,2020-10-17,3875728,71474,3804254,77256509
Brazil,2020-10-18,3871682,71399,3800283,77286831
Brazil,2020-10-19,3876220,71483,3804737,77311892
Brazil,2020-10-20,3876061,71480,3804581,77331666
Brazil,2020-10-21,3878119,71518,3806601,77346127
Brazil,2020-10-22,3878932,71533,3807399,77355251
Brazil,2020-10-23,3881559,71581,3809978,77359011
Brazil,2020-10-24,3879774,71548,3808226,77357384
Brazil,2020-10-25,3881744,71585,3810159,77350345
Brazil,2020-10-26,3876554,71489,3805065,77337869
Brazil,2020-10-27,3874067,71443,3802624,77319934
Brazil,2020-10-28,3878935,71533,3807402,77296515
Brazil,2020-10-29,3875251,71465,3803786,77267589
Brazil,2020-10-30,3870960,71386,3799574,77233135
Brazil,2020-10-31,3871404,71394,3800010,77193129
Brazil,2020-11-01,3869903,71366,3798537,77147550
Brazil,2020-11-02,3865754,71290,3794464,77096376
Brazil,2020-11-03,3861044,71203,3789841,77039585
Brazil,2020-11-04,3858466,71156,3787310,76977158
Brazil,2020-11-05,3856549,71120,3785429,76909072
Brazil,2020-11-06,3852598,71047,3781551,76835308
Brazil,2020-11-07,3850710,71012,3779698,76755847
Brazil,2020-11-08,3843218,70874,3772344,76670668
Brazil,2020-11-09,3837141,70762,3766379,76579753
Brazil,2020-11-10,3839764,70811,3768953,76483082
Brazil,2020-11-11,3829465,70621,3758844,76380638
Brazil,2020-11-12,3825386,70545,3754841,76272402
Brazil,2020-11-13,3818949,70427,3748522,76158357
Brazil,2020-11-14,3812172,70302,3741870,76038486
Brazil,2020-11-15,3804935,70168,3734767,75912771
Brazil,2020-11-16,3792809,69945,3722864,75781197
Brazil,2020-11-17,3789565,69885,3719680,75643747
Brazil,2020-11-18,3785286,69806,3715480,75500405
Brazil,2020-11-19,3771273,69548,3701725,75351156
Brazil,2020-11-20,3769374,69513,3699861,75195985
Brazil,2020-11-21,3762499,69386,3693113,75034878
Brazil,2020-11-22,3754440,69237,3685203,74867820
Brazil,2020-11-23,3745216,69067,3676149,74694798
Brazil,2020-11-24,3736959,68915,3668044,74515798
Brazil,2020-11-25,3729013,68768,3660245,74330808
Brazil,2020-11-26,3718307,68571,3649736,74139814
Brazil,2020-11-27,3706471,68353,3638118,73942805
Brazil,2020-11-28,3695542,68151,3627391,73739768
Brazil,2020-11-29,3685544,67967,3617577,73530693
Brazil,2020-11-30,3673885,67752,3606133,73315568
Brazil,2020-12-01,3665713,67601,3598112,73094384
Brazil,2020-12-02,3653117,67369,3585748,72867128
Brazil,2020-12-03,3639350,67115,3572235,72633793
Brazil,2020-12-04,3630928,66959,3563969,72394368
Brazil,2020-12-05,3615143,66668,3548475,72148845
Brazil,2020-12-06,3601097,66409,3534688,71897216
Brazil,2020-12-07,3590123,66207,3523916,71639471
Brazil,2020-12-08,3575126,65930,3509196,71375604
Brazil,2020-12-09,3565293,65749,3499544,71105606
Brazil,2020-12-10,3547624,65423,3482201,70829472
Brazil,2020-12-11,3534987,65190,3469797,70547195
Brazil,2020-12-12,3522733,64964,3457769,70258769
Brazil,2020-12-13,3504417,64626,3439791,69964188
Brazil,2020-12-14,3491693,64392,3427301,69663447
Brazil,2020-12-15,3473329,64053,3409276,69356541
Brazil,2020-12-16,3460188,63811,3396377,69043466
Brazil,2020-12-17,3444837,63528,3381309,68724219
Brazil,2020-12-18,3427195,63202,3363993,68398795
Brazil,2020-12-19,3410700,62898,3347802,68067192
Brazil,2020-12-20,3394607,62601,3332006,67729406
Brazil,2020-12-21,3375793,62254,3313539,67385437
Brazil,2020-12-22,3360697,61976,3298721,67035281
Brazil,2020-12-23,3343828,61665,3282163,66678939
Brazil,2020-12-24,3320743,61239,3259504,66316408
Brazil,2020-12-25,3307955,61003,3246952,65947689
Brazil,2020-12-26,3284733,60575,3224158,65572781
Brazil,2020-12-27,3270487,60312,3210175,65191685
Brazil,2020-12-28,3246191,59864,3186327,64804402
Brazil,2020-12-29,3228562,59539,3169023,64410933
Brazil,2020-12-30,3208492,59169,3149323,64011280
Brazil,2020-12-31,3185809,58751,3127058,63605445
Brazil,2021-01-01,3166110,58387,3107723,63193430
Brazil,2021-01-02,3148031,58054,3089977,62775239
Brazil,2021-01-03,3122992,57592,3065400,62350874
Brazil,2021-01-04,3101187,57190,3043997,61920341
Brazil,2021-01-05,3077712,56757,3020955,61483644
Brazil,2021-01-06,3061277,56454,3004823,61040786
Brazil,2021-01-07,3034397,55958,2978439,60591775
Brazil,2021-01-08,3015137,55603,2959534,60136614
Brazil,2021-01-09,2988167,55106,2933061,59675311
Brazil,2021-01-10,2968482,54743,2913739,59207871
Brazil,2021-01-11,2943959,54291,2889668,58734303
Brazil,2021-01-12,2917699,53806,2863893,58254613
Brazil,2021-01-13,2892259,53337,2838922,57768809
Brazil,2021-01-14,2867761,52885,2814876,57276901
Brazil,2021-01-15,2842759,52424,2790335,56778895
Brazil,2021-01-16,2821159,52026,2769133,56274803
Brazil,2021-01-17,2793652,51519,2742133,55764633
Brazil,2021-01-18,2765055,50991,2714064,55248396
Brazil,2021-01-19,2740700,50542,2690158,54726102
Brazil,2021-01-20,2714466,50058,2664408,54197763
Brazil,2021-01-21,2683405,49486,2633919,53663389
Brazil,2021-01-22,2660440,49062,2611378,53122994
Brazil,2021-01-23,2635000,48593,2586407,52576588
Brazil,2021-01-24,2605477,48048,2557429,52024186
Brazil,2021-01-25,2578317,47548,2530769,51465799
Brazil,2021-01-26,2550515,47035,2503480,50901443
Brazil,2021-01-27,2520168,46475,2473693,50331131
Brazil,2021-01-28,2493563,45985,2447578,49754878
Brazil,2021-01-29,2465926,45475,2420451,49172699
Brazil,2021-01-30,2430111,44814,2385297,48584609
Brazil,2021-01-31,2402845,44312,2358533,47990625
Brazil,2021-02-01,2378465,43862,2334603,47390762
Brazil,2021-02-02,2343517,43218,2300299,46785038
Brazil,2021-02-03,2312429,42644,2269785,46173470
Brazil,2021-02-04,2281013,42065,2238948,45556076
Brazil,2021-02-05,2253039,41549,2211490,44932874
Brazil,2021-02-06,2216813,40881,2175932,44303882
Brazil,2021-02-07,2188968,40367,2148601,43669120
Brazil,2021-02-08,2154314,39728,2114586,43028607
Brazil,2021-02-09,2120925,39113,2081812,42382363
Brazil,2021-02-10,2089359,38530,2050829,41730408
Brazil,2021-02-11,2056799,37930,2018869,41072764
Brazil,2021-02-12,2022603,37299,1985304,40409452
Brazil,2021-02-13,1992508,36744,1955764,39740493
Brazil,2021-02-14,1954767,36048,1918719,39065910
Brazil,2021-02-15,1922563,35455,1887108,38385725
Brazil,2021-02-16,1889050,34836,1854214,37699961
Brazil,2021-02-17,1853548,34182,1819366,37008642
Brazil,2021-02-18,1820002,33563,1786439,36311791
Brazil,2021-02-19,1782253,32867,1749386,35609434
Brazil,2021-02-20,1749037,32254,1716783,34901594
Brazil,2021-02-21,1713367,31597,1681770,34188298
Brazil,2021-02-22,1678034,30945,1647089,33469571
Brazil,2021-02-23,1635694,30164,1605530,32745438
Brazil,2021-02-24,1604241,29584,1574657,32015927
Brazil,2021-02-25,1568264,28921,1539343,31281064
Brazil,2021-02-26,1528398,28186,1500212,30540877
Brazil,2021-02-27,1490767,27492,1463275,29795394
Brazil,2021-02-28,1452837,26792,1426045,29044643
Brazil,2021-03-01,1414269,26081,1388188,28288653
Brazil,2021-03-02,1379752,25444,1354308,27527452
Brazil,2021-03-03,1344802,24800,1320002,26761071
Brazil,2021-03-04,1300128,23976,1276152,25989539
Brazil,2021-03-05,1261421,23262,1238159,25212887
Brazil,2021-03-06,1223294,22559,1200735,24431145
Brazil,2021-03-07,1180452,21769,1158683,23644345
Brazil,2021-03-08,1142723,21073,1121650,22852519
Brazil,2021-03-09,1104176,20362,1083814,22055698
Brazil,2021-03-10,1062245,19589,1042656,21253916
Brazil,2021-03-11,1026292,18926,1007366,20447204
Brazil,2021-03-12,980353,18079,962274,19635597
Brazil,2021-03-13,944133,17411,926722,18819128
Brazil,2021-03-14,904212,16675,887537,17997831
Brazil,2021-03-15,860536,15869,844667,17171742
Brazil,2021-03-16,817829,15082,802747,16340894
Brazil,2021-03-17,776805,14325,762480,15505323
Brazil,2021-03-18,733272,13522,719750,14665066
Brazil,2021-03-19,687575,12679,674896,13820157
Brazil,2021-03-20,647285,11936,635349,12970635
Brazil,2021-03-21,606579,11186,595393,12116536
Brazil,2021-03-22,561612,10356,551256,11257897
Brazil,2021-03-23,519517,9580,509937,10394756
Brazil,2021-03-24,477975,8814,469161,9527151
Brazil,2021-03-25,433606,7996,425610,8655122
Brazil,2021-03-26,391669,7222,384447,7778706
Brazil,2021-03-27,345949,6379,339570,6897944
Brazil,2021-03-28,301763,5564,296199,6012875
Brazil,2021-03-29,254976,4702,250274,5123540
Brazil,2021-03-30,208926,3852,205074,4229978
Brazil,2021-03-31,165935,3060,162875,3332232
Brazil,2021-04-01,120117,2215,117902,2430342
Brazil,2021-04-02,75954,1400,74554,1524349
Brazil,2021-04-03,28485,525,27960,614297
Brazil,2021-04-04,13215,243,12972,299772
Brazil,2021-04-05,62515,1152,61363,1217817
Brazil,2021-04-06,107887,1989,105898,2139792
Brazil,2021-04-07,153503,2830,150673,3065656
Brazil,2021-04-08,197611,3644,193967,3995364
Brazil,2021-04-09,242987,4481,238506,4928871
Brazil,2021-04-10,289756,5343,284413,5866132
Brazil,2021-04-11,343465,6334,337131,6807104
Brazil,2021-04-12,388816,7170,381646,7751740
Brazil,2021-04-13,436684,8053,428631,8699994
Brazil,2021-04-14,482341,8895,473446,9651821
Brazil,2021-04-15,530288,9779,520509,10607174
Brazil,2021-04-16,580175,10699,569476,11566006
Brazil,2021-04-17,628505,11590,616915,12528270
Brazil,2021-04-18,677549,12495,665054,13493918
Brazil,2021-04-19,729567,13454,716113,14462903
Brazil,2021-04-20,775346,14298,761048,15435176
Brazil,2021-04-21,819567,15114,804453,16410688
Brazil,2021-04-22,867278,15993,851285,17389391
Brazil,2021-04-23,916665,16904,899761,18371236
Brazil,2021-04-24,966890,17830,949060,19356173
Brazil,2021-04-25,1020418,18818,1001600,20344152
Brazil,2021-04-26,1070371,19739,1050632,21335122
Brazil,2021-04-27,1121450,20681,1100769,22329034
Brazil,2021-04-28,1168724,21553,1147171,23325837
Brazil,2021-04-29,1217325,22449,1194876,24325478
Brazil,2021-04-30,1269816,23417,1246399,25327907
Brazil,2021-05-01,1317059,24288,1292771,26333072
Brazil,2021-05-02,1367024,25210,1341814,27340921
Brazil,2021-05-03,1419984,26186,1393798,28351401
Brazil,2021-05-04,1472518,27155,1445363,29364459
Brazil,2021-05-05,1517554,27986,1489568,30380042
Brazil,2021-05-06,1571358,28978,1542380,31398098
Brazil,2021-05-07,1618370,29845,1588525,32418572
Brazil,2021-05-08,1673481,30861,1642620,33441410
Brazil,2021-05-09,1724629,31804,1692825,34466559
Brazil,2021-05-10,1778433,32797,1745636,35493963
Brazil,2021-05-11,1828801,33725,1795076,36523568
Brazil,2021-05-12,1882839,34722,1848117,37555318
Brazil,2021-05-13,1934111,35667,1898444,38589159
Brazil,2021-05-14,1981510,36542,1944968,39625034
Brazil,2021-05-15,2035615,37539,1998076,40662888
Brazil,2021-05-16,2087937,38504,2049433,41702664
Brazil,2021-05-17,2140730,39478,2101252,42744306
Brazil,2021-05-18,2192183,40427,2151756,43787757
Brazil,2021-05-19,2241249,41332,2199917,44832960
Brazil,2021-05-20,2295730,42336,2253394,45879858
Brazil,2021-05-21,2351005,43356,2307649,46928393
Brazil,2021-05-22,2398845,44238,2354607,47978507
Brazil,2021-05-23,2449983,45181,2404802,49030143
Brazil,2021-05-24,2505285,46201,2459084,50083242
Brazil,2021-05-25,2557198,47158,2510040,51137745
Brazil,2021-05-26,2609321,48119,2561202,52193594
Brazil,2021-05-27,2668325,49208,2619117,53250730
Brazil,2021-05-28,2713789,50046,2663743,54309093
Brazil,2021-05-29,2768422,51053,2717369,55368625
Brazil,2021-05-30,2822779,52056,2770723,56429264
Brazil,2021-05-31,2877198,53059,2824139,57490951
Brazil,2021-06-01,2932936,54087,2878849,58553627
Brazil,2021-06-02,2984005,55029,2928976,59617231
Brazil,2021-06-03,3035598,55981,2979617,60681701
Brazil,2021-06-04,3092189,57024,3035165,61746978
Brazil,2021-06-05,3143318,57967,3085351,62813000
Brazil,2021-06-06,3199046,58995,3140051,63879705
Brazil,2021-06-07,3250739,59948,3190791,64947034
Brazil,2021-06-08,3306216,60971,3245245,66014923
Brazil,2021-06-09,3359883,61961,3297922,67083312
Brazil,2021-06-10,3409527,62876,3346651,68152137
Brazil,2021-06-11,3464965,63899,3401066,69221337
Brazil,2021-06-12,3518264,64882,3453382,70290850
Brazil,2021-06-13,3572088,65874,3506214,71360613
Brazil,2021-06-14,3618473,66730,3551743,72430562
Brazil,2021-06-15,3676495,67800,3608695,73500636
Brazil,2021-06-16,3729794,68783,3661011,74570771
Brazil,2021-06-17,3786489,69828,3716661,75640904
Brazil,2021-06-18,3837291,70765,3766526,76710971
Brazil,2021-06-19,3892364,71781,3820583,77780909
Brazil,2021-06-20,3947051,72789,3874262,78850653
Brazil,2021-06-21,3994778,73669,3921109,79920141
Brazil,2021-06-22,4051138,74709,3976429,80989308
Brazil,2021-06-23,4104702,75696,4029006,82058090
Brazil,2021-06-24,4161311,76740,4084571,83126422
Brazil,2021-06-25,4215353,77737,4137616,84194240
Brazil,2021-06-26,4266153,78674,4187479,85261480
Brazil,2021-06-27,4320595,79678,4240917,86328076
Brazil,2021-06-28,4371384,80615,4290769,87393964
Brazil,2021-06-29,4424512,81594,4342918,88459079
Brazil,2021-06-30,4479045,82600,4396445,89523355
Brazil,2021-07-01,4530607,83551,4447056,90586728
Brazil,2021-07-02,4585089,84556,4500533,91649132
Brazil,2021-07-03,4640434,85576,4554858,92710501
Brazil,2021-07-04,4692028,86528,4605500,93770771
Brazil,2021-07-05,4744285,87491,4656794,94829875
Brazil,2021-07-06,4795504,88436,4707068,95887747
Brazil,2021-07-07,4849840,89438,4760402,96944322
Brazil,2021-07-08,4904304,90442,4813862,97999535
Brazil,2021-07-09,4953735,91354,4862381,99053318
Brazil,2021-07-10,5007603,92347,4915256,100105605
Brazil,2021-07-11,5057672,93271,4964401,101156331
Brazil,2021-07-12,5113236,94295,5018941,102205430
Brazil,2021-07-13,5168005,95305,5072700,103252834
Brazil,2021-07-14,5215588,96183,5119405,104298478
Brazil,2021-07-15,5271514,97214,5174300,105342295
Brazil,2021-07-16,5321763,98141,5223622,106384219
Brazil,2021-07-17,5374000,99104,5274896,107424182
Brazil,2021-07-18,5426201,100067,5326134,108462119
Brazil,2021-07-19,5478456,101031,5377425,109497963
Brazil,2021-07-20,5533296,102042,5431254,110531646
Brazil,2021-07-21,5583492,102968,5480524,111563103
Brazil,2021-07-22,5630439,103833,5526606,112592267
Brazil,2021-07-23,5683256,104807,5578449,113619070
Brazil,2021-07-24,5731331,105694,5625637,114643446
Brazil,2021-07-25,5788692,106752,5681940,115665327
Brazil,2021-07-26,5837520,107652,5729868,116684648
Brazil,2021-07-27,5885819,108543,5777276,117701341
Brazil,2021-07-28,5940196,109546,5830650,118715340
Brazil,2021-07-29,5990587,110475,5880112,119726577
Brazil,2021-07-30,6040600,111397,5929203,120734985
Brazil,2021-07-31,6091199,112331,5978868,121740498
Brazil,2021-08-01,6139249,113217,6026032,122743048
Brazil,2021-08-02,6194139,114229,6079910,123742569
Brazil,2021-08-03,6236683,115013,6121670,124738995
Brazil,2021-08-04,6291877,116031,6175846,125732257
Brazil,2021-08-05,6343837,116990,6226847,126722289
Brazil,2021-08-06,6388693,117817,6270876,127709025
Brazil,2021-08-07,6438639,118738,6319901,128692397
Brazil,2021-08-08,6487209,119634,6367575,129672339
Brazil,2021-08-09,6534985,120515,6414470,130648785
Brazil,2021-08-10,6582919,121399,6461520,131621667
Brazil,2021-08-11,6629162,122251,6506911,132590918
Brazil,2021-08-12,6682487,123235,6559252,133556473
Brazil,2021-08-13,6727459,124064,6603395,134518265
Brazil,2021-08-14,6775490,124950,6650540,135476227
Brazil,2021-08-15,6830308,125961,6704347,136430293
Brazil,2021-08-16,6873964,126766,6747198,137380397
Brazil,2021-08-17,6922226,127656,6794570,138326471
Brazil,2021-08-18,6965630,128456,6837174,139268452
Brazil,2021-08-19,7012747,129325,6883422,140206271
Brazil,2021-08-20,7059376,130185,6929191,141139863
Brazil,2021-08-21,7107243,131068,6976175,142069162
Brazil,2021-08-22,7153267,131917,7021350,142994103
Brazil,2021-08-23,7198909,132758,7066151,143914619
Brazil,2021-08-24,7245493,133617,7111876,144830646
Brazil,2021-08-25,7288552,134412,7154140,145742116
Brazil,2021-08-26,7337810,135320,7202490,146648966
Brazil,2021-08-27,7382296,136140,7246156,147551129
Brazil,2021-08-28,7425236,136932,7288304,148448541
Brazil,2021-08-29,7470894,137774,7333120,149341136
Brazil,2021-08-30,7516843,138622,7378221,150228850
Brazil,2021-08-31,7557482,139371,7418111,151111617
Brazil,2021-09-01,7603704,140223,7463481,151989374
Brazil,2021-09-02,7647905,141039,7506866,152862054
Brazil,2021-09-03,7689844,141812,7548032,153729595
Brazil,2021-09-04,7734475,142635,7591840,154591932
Brazil,2021-09-05,7775489,143391,7632098,155449000
Brazil,2021-09-06,7818754,144189,7674565,156300736
Brazil,2021-09-07,7861381,144975,7716406,157147075
Brazil,2021-09-08,7903397,145750,7757647,157987955
Brazil,2021-09-09,7941958,146461,7795497,158823312
Brazil,2021-09-10,7984762,147251,7837511,159653082
Brazil,2021-09-11,8030370,148092,7882278,160477203
Brazil,2021-09-12,8065765,148745,7917020,161295611
Brazil,2021-09-13,8107159,149508,7957651,162108244
Brazil,2021-09-14,8147608,150254,7997354,162915039
Brazil,2021-09-15,8186721,150975,8035746,163715933
Brazil,2021-09-16,8228305,151742,8076563,164510865
Brazil,2021-09-17,8266447,152445,8114002,165299773
Brazil,2021-09-18,8307876,153209,8154667,166082594
Brazil,2021-09-19,8343902,153874,8190028,166859268
Brazil,2021-09-20,8383745,154609,8229136,167629732
Brazil,2021-09-21,8425327,155375,8269952,168393927
Brazil,2021-09-22,8458071,155979,8302092,169151789
Brazil,2021-09-23,8498102,156718,8341384,169903260
Brazil,2021-09-24,8535629,157410,8378219,170648278
Brazil,2021-09-25,8572906,158097,8414809,171386784
Brazil,2021-09-26,8609327,158769,8450558,172118717
Brazil,2021-09-27,8644298,159414,8484884,172844017
Brazil,2021-09-28,8682795,160124,8522671,173562626
Brazil,2021-09-29,8719602,160802,8558800,174274483
Brazil,2021-09-30,8753762,161432,8592330,174979529
Brazil,2021-10-01,8785575,162019,8623556,175677707
Brazil,2021-10-02,8821272,162677,8658595,176368957
Brazil,2021-10-03,8852753,163258,8689495,177053221
Brazil,2021-10-04,8889096,163928,8725168,177730441
Brazil,2021-10-05,8920650,164510,8756140,178400559
